Source,Target,Weight,Type
learning about diversity the roles of lis education lis associations and lived experience,14,0.18947368,undirected
mobilization of rural libraries toward political and economic change in the aftermath of the 2016 presidential election,1,0.0625,undirected
mobilization of rural libraries toward political and economic change in the aftermath of the 2016 presidential election,6,0.0069444444,undirected
mobilization of rural libraries toward political and economic change in the aftermath of the 2016 presidential election,7,0.013888889,undirected
mobilization of rural libraries toward political and economic change in the aftermath of the 2016 presidential election,8,0.11805556,undirected
mobilization of rural libraries toward political and economic change in the aftermath of the 2016 presidential election,10,0.15277778,undirected
mobilization of rural libraries toward political and economic change in the aftermath of the 2016 presidential election,11,0.0069444444,undirected
mobilization of rural libraries toward political and economic change in the aftermath of the 2016 presidential election,13,0.097222222,undirected
mobilization of rural libraries toward political and economic change in the aftermath of the 2016 presidential election,14,0.0625,undirected
alternatives to apathy and indifference,2,0.057692308,undirected
alternatives to apathy and indifference,4,0.067307692,undirected
alternatives to apathy and indifference,8,0.086538462,undirected
alternatives to apathy and indifference,9,0.057692308,undirected
alternatives to apathy and indifference,10,0.19230769,undirected
alternatives to apathy and indifference,11,0.048076923,undirected
queering the catalog queer theory and the politics of correction,1,0.02739726,undirected
queering the catalog queer theory and the politics of correction,2,0.082191781,undirected
queering the catalog queer theory and the politics of correction,3,0.082191781,undirected
queering the catalog queer theory and the politics of correction,4,0.034246575,undirected
queering the catalog queer theory and the politics of correction,8,0.2260274,undirected
queering the catalog queer theory and the politics of correction,10,0.020547945,undirected
queering the catalog queer theory and the politics of correction,13,0.089041096,undirected
queering the catalog queer theory and the politics of correction,14,0.0068493151,undirected
women in southern library education 1905 1945,0,0.051020408,undirected
women in southern library education 1905 1945,8,0.081632653,undirected
women in southern library education 1905 1945,9,0.14285714,undirected
women in southern library education 1905 1945,10,0.071428571,undirected
women in southern library education 1905 1945,11,0.040816327,undirected
women in southern library education 1905 1945,14,0.14285714,undirected
the place to go the 135th street branch library and the harlem renaissance,0,0.11340206,undirected
the place to go the 135th street branch library and the harlem renaissance,2,0.1443299,undirected
the place to go the 135th street branch library and the harlem renaissance,4,0.010309278,undirected
the place to go the 135th street branch library and the harlem renaissance,7,0.010309278,undirected
the place to go the 135th street branch library and the harlem renaissance,11,0.11340206,undirected
the place to go the 135th street branch library and the harlem renaissance,13,0.041237113,undirected
the place to go the 135th street branch library and the harlem renaissance,14,0.030927835,undirected
beyond market models and resistance organizations as a middle layer in the history of reading,0,0.060606061,undirected
beyond market models and resistance organizations as a middle layer in the history of reading,1,0.0075757576,undirected
beyond market models and resistance organizations as a middle layer in the history of reading,3,0.10606061,undirected
beyond market models and resistance organizations as a middle layer in the history of reading,4,0.053030303,undirected
beyond market models and resistance organizations as a middle layer in the history of reading,7,0.10606061,undirected
beyond market models and resistance organizations as a middle layer in the history of reading,11,0.037878788,undirected
beyond market models and resistance organizations as a middle layer in the history of reading,12,0.045454545,undirected
beyond market models and resistance organizations as a middle layer in the history of reading,13,0.037878788,undirected
beyond market models and resistance organizations as a middle layer in the history of reading,14,0.12121212,undirected
user centered design for information professionals,2,0.023809524,undirected
user centered design for information professionals,3,0.17460317,undirected
user centered design for information professionals,6,0.015873016,undirected
user centered design for information professionals,9,0.031746032,undirected
user centered design for information professionals,10,0.15873016,undirected
user centered design for information professionals,11,0.11111111,undirected
user centered design for information professionals,14,0.015873016,undirected
positioning masters programs in library and information science a template for avoiding pitfalls and seizing opportunities in light of key external and internal forces,1,0.049180328,undirected
positioning masters programs in library and information science a template for avoiding pitfalls and seizing opportunities in light of key external and internal forces,6,0.1557377,undirected
positioning masters programs in library and information science a template for avoiding pitfalls and seizing opportunities in light of key external and internal forces,7,0.13114754,undirected
positioning masters programs in library and information science a template for avoiding pitfalls and seizing opportunities in light of key external and internal forces,9,0.18032787,undirected
positioning masters programs in library and information science a template for avoiding pitfalls and seizing opportunities in light of key external and internal forces,10,0.016393443,undirected
positioning masters programs in library and information science a template for avoiding pitfalls and seizing opportunities in light of key external and internal forces,11,0.016393443,undirected
positioning masters programs in library and information science a template for avoiding pitfalls and seizing opportunities in light of key external and internal forces,14,0.016393443,undirected
student concerns in choice of library school,0,0.0087719298,undirected
student concerns in choice of library school,1,0.043859649,undirected
student concerns in choice of library school,3,0.052631579,undirected
student concerns in choice of library school,5,0.070175439,undirected
student concerns in choice of library school,6,0.043859649,undirected
student concerns in choice of library school,7,0.052631579,undirected
student concerns in choice of library school,8,0.1754386,undirected
student concerns in choice of library school,9,0.078947368,undirected
student concerns in choice of library school,11,0.0087719298,undirected
student concerns in choice of library school,13,0.0087719298,undirected
student concerns in choice of library school,14,0.01754386,undirected
library education in israel,0,0.13580247,undirected
library education in israel,4,0.024691358,undirected
library education in israel,6,0.012345679,undirected
library education in israel,8,0.13580247,undirected
library education in israel,13,0.098765432,undirected
library education in israel,14,0.074074074,undirected
toward a new model of the information professions embracing empowerment,5,0.0068965517,undirected
toward a new model of the information professions embracing empowerment,6,0.10344828,undirected
toward a new model of the information professions embracing empowerment,8,0.14482759,undirected
toward a new model of the information professions embracing empowerment,10,0.048275862,undirected
toward a new model of the information professions embracing empowerment,11,0.04137931,undirected
toward a new model of the information professions embracing empowerment,12,0.013793103,undirected
toward a new model of the information professions embracing empowerment,13,0.048275862,undirected
toward a new model of the information professions embracing empowerment,14,0.096551724,undirected
us government information policy,3,0.071428571,undirected
us government information policy,6,0.16071429,undirected
us government information policy,9,0.089285714,undirected
us government information policy,13,0.071428571,undirected
us government information policy,14,0.017857143,undirected
teaching the cataloging of non book media,2,0.13157895,undirected
teaching the cataloging of non book media,3,0.065789474,undirected
teaching the cataloging of non book media,4,0.052631579,undirected
teaching the cataloging of non book media,5,0.039473684,undirected
teaching the cataloging of non book media,7,0.11842105,undirected
teaching the cataloging of non book media,11,0.065789474,undirected
latino librarians on becoming lis educators an exploratory investigation of the barriers in recruiting latino faculty,1,0.010989011,undirected
latino librarians on becoming lis educators an exploratory investigation of the barriers in recruiting latino faculty,5,0.076923077,undirected
latino librarians on becoming lis educators an exploratory investigation of the barriers in recruiting latino faculty,7,0.27472527,undirected
latino librarians on becoming lis educators an exploratory investigation of the barriers in recruiting latino faculty,9,0.076923077,undirected
latino librarians on becoming lis educators an exploratory investigation of the barriers in recruiting latino faculty,11,0.021978022,undirected
latino librarians on becoming lis educators an exploratory investigation of the barriers in recruiting latino faculty,13,0.076923077,undirected
latino librarians on becoming lis educators an exploratory investigation of the barriers in recruiting latino faculty,14,0.010989011,undirected
gendered narratives of innovation through competition lessons from science and technology studies,3,0.034482759,undirected
gendered narratives of innovation through competition lessons from science and technology studies,4,0.013793103,undirected
gendered narratives of innovation through competition lessons from science and technology studies,5,0.10344828,undirected
gendered narratives of innovation through competition lessons from science and technology studies,7,0.027586207,undirected
gendered narratives of innovation through competition lessons from science and technology studies,8,0.048275862,undirected
gendered narratives of innovation through competition lessons from science and technology studies,9,0.15172414,undirected
gendered narratives of innovation through competition lessons from science and technology studies,10,0.068965517,undirected
gendered narratives of innovation through competition lessons from science and technology studies,12,0.013793103,undirected
gendered narratives of innovation through competition lessons from science and technology studies,13,0.020689655,undirected
gendered narratives of innovation through competition lessons from science and technology studies,14,0.04137931,undirected
the library internship and expo as a pathway to diversity a case study,3,0.025316456,undirected
the library internship and expo as a pathway to diversity a case study,5,0.037974684,undirected
the library internship and expo as a pathway to diversity a case study,7,0.012658228,undirected
the library internship and expo as a pathway to diversity a case study,9,0.063291139,undirected
the library internship and expo as a pathway to diversity a case study,10,0.012658228,undirected
the library internship and expo as a pathway to diversity a case study,11,0.20253165,undirected
the library internship and expo as a pathway to diversity a case study,13,0.18987342,undirected
thematic mapping data mapping and geocoding techniques for analyzing library and information center data,0,0.2755102,undirected
thematic mapping data mapping and geocoding techniques for analyzing library and information center data,1,0.12244898,undirected
thematic mapping data mapping and geocoding techniques for analyzing library and information center data,2,0.091836735,undirected
thematic mapping data mapping and geocoding techniques for analyzing library and information center data,4,0.06122449,undirected
thematic mapping data mapping and geocoding techniques for analyzing library and information center data,8,0.030612245,undirected
the application of the usability approach in libraries and information centers for resource selection and deployment,0,0.060606061,undirected
the application of the usability approach in libraries and information centers for resource selection and deployment,1,0.0050505051,undirected
the application of the usability approach in libraries and information centers for resource selection and deployment,3,0.25757576,undirected
the application of the usability approach in libraries and information centers for resource selection and deployment,7,0.035353535,undirected
the application of the usability approach in libraries and information centers for resource selection and deployment,8,0.015151515,undirected
the application of the usability approach in libraries and information centers for resource selection and deployment,9,0.035353535,undirected
the application of the usability approach in libraries and information centers for resource selection and deployment,10,0.02020202,undirected
the application of the usability approach in libraries and information centers for resource selection and deployment,11,0.04040404,undirected
the application of the usability approach in libraries and information centers for resource selection and deployment,14,0.070707071,undirected
doctorate recipients in library science how they compare with doctorate recipients in other disciplines,3,0.013513514,undirected
doctorate recipients in library science how they compare with doctorate recipients in other disciplines,5,0.087837838,undirected
doctorate recipients in library science how they compare with doctorate recipients in other disciplines,7,0.10135135,undirected
doctorate recipients in library science how they compare with doctorate recipients in other disciplines,8,0.054054054,undirected
doctorate recipients in library science how they compare with doctorate recipients in other disciplines,9,0.2027027,undirected
doctorate recipients in library science how they compare with doctorate recipients in other disciplines,10,0.040540541,undirected
doctorate recipients in library science how they compare with doctorate recipients in other disciplines,14,0.040540541,undirected
the impact of differing orientations of librarians on the process of childrens book selection a case study of library tensions,0,0.086956522,undirected
the impact of differing orientations of librarians on the process of childrens book selection a case study of library tensions,1,0.076086957,undirected
the impact of differing orientations of librarians on the process of childrens book selection a case study of library tensions,2,0.11956522,undirected
the impact of differing orientations of librarians on the process of childrens book selection a case study of library tensions,3,0.032608696,undirected
the impact of differing orientations of librarians on the process of childrens book selection a case study of library tensions,5,0.010869565,undirected
the impact of differing orientations of librarians on the process of childrens book selection a case study of library tensions,7,0.010869565,undirected
the impact of differing orientations of librarians on the process of childrens book selection a case study of library tensions,8,0.032608696,undirected
the impact of differing orientations of librarians on the process of childrens book selection a case study of library tensions,11,0.10869565,undirected
the impact of differing orientations of librarians on the process of childrens book selection a case study of library tensions,12,0.043478261,undirected
the impact of differing orientations of librarians on the process of childrens book selection a case study of library tensions,13,0.065217391,undirected
combining qualitative and quantitative methodologies to study the effects of an academic boycott on academics in south africa,0,0.15068493,undirected
combining qualitative and quantitative methodologies to study the effects of an academic boycott on academics in south africa,5,0.19178082,undirected
combining qualitative and quantitative methodologies to study the effects of an academic boycott on academics in south africa,8,0.13013699,undirected
combining qualitative and quantitative methodologies to study the effects of an academic boycott on academics in south africa,9,0.020547945,undirected
combining qualitative and quantitative methodologies to study the effects of an academic boycott on academics in south africa,11,0.10958904,undirected
books for black children public library collections in louisville and nashville 1915 1925,0,0.20289855,undirected
books for black children public library collections in louisville and nashville 1915 1925,1,0.072463768,undirected
books for black children public library collections in louisville and nashville 1915 1925,2,0.065217391,undirected
books for black children public library collections in louisville and nashville 1915 1925,4,0.02173913,undirected
books for black children public library collections in louisville and nashville 1915 1925,6,0.014492754,undirected
books for black children public library collections in louisville and nashville 1915 1925,11,0.11594203,undirected
books for black children public library collections in louisville and nashville 1915 1925,12,0.0072463768,undirected
books for black children public library collections in louisville and nashville 1915 1925,13,0.043478261,undirected
alphabet and bibliological terms in some early judeo christian literature,0,0.12222222,undirected
alphabet and bibliological terms in some early judeo christian literature,2,0.055555556,undirected
alphabet and bibliological terms in some early judeo christian literature,4,0.088888889,undirected
alphabet and bibliological terms in some early judeo christian literature,7,0.033333333,undirected
alphabet and bibliological terms in some early judeo christian literature,8,0.022222222,undirected
alphabet and bibliological terms in some early judeo christian literature,11,0.033333333,undirected
alphabet and bibliological terms in some early judeo christian literature,12,0.14444444,undirected
alphabet and bibliological terms in some early judeo christian literature,14,0.011111111,undirected
trapped in our own discursive formations toward an archaeology of library and information science,3,0.019047619,undirected
trapped in our own discursive formations toward an archaeology of library and information science,4,0.0095238095,undirected
trapped in our own discursive formations toward an archaeology of library and information science,8,0.0095238095,undirected
trapped in our own discursive formations toward an archaeology of library and information science,10,0.33333333,undirected
trapped in our own discursive formations toward an archaeology of library and information science,14,0.13333333,undirected
the access gap poverty and characteristics of school library media centers,0,0.02027027,undirected
the access gap poverty and characteristics of school library media centers,7,0.18243243,undirected
the access gap poverty and characteristics of school library media centers,11,0.18918919,undirected
the access gap poverty and characteristics of school library media centers,12,0.14189189,undirected
inducing attitudinal change among librarians,0,0.18181818,undirected
inducing attitudinal change among librarians,2,0.027972028,undirected
inducing attitudinal change among librarians,8,0.18881119,undirected
inducing attitudinal change among librarians,9,0.062937063,undirected
inducing attitudinal change among librarians,10,0.1048951,undirected
inducing attitudinal change among librarians,14,0.006993007,undirected
a conceptual model of factors influencing the outcome of challenges to library materials in secondary school settings,0,0.0056497175,undirected
a conceptual model of factors influencing the outcome of challenges to library materials in secondary school settings,2,0.016949153,undirected
a conceptual model of factors influencing the outcome of challenges to library materials in secondary school settings,3,0.016949153,undirected
a conceptual model of factors influencing the outcome of challenges to library materials in secondary school settings,5,0.04519774,undirected
a conceptual model of factors influencing the outcome of challenges to library materials in secondary school settings,6,0.016949153,undirected
a conceptual model of factors influencing the outcome of challenges to library materials in secondary school settings,8,0.20338983,undirected
a conceptual model of factors influencing the outcome of challenges to library materials in secondary school settings,9,0.10734463,undirected
a conceptual model of factors influencing the outcome of challenges to library materials in secondary school settings,11,0.016949153,undirected
a conceptual model of factors influencing the outcome of challenges to library materials in secondary school settings,12,0.056497175,undirected
a conceptual model of factors influencing the outcome of challenges to library materials in secondary school settings,13,0.011299435,undirected
old skills and new practices mean radical change for library education,0,0.053846154,undirected
old skills and new practices mean radical change for library education,1,0.1,undirected
old skills and new practices mean radical change for library education,5,0.1,undirected
old skills and new practices mean radical change for library education,8,0.13846154,undirected
old skills and new practices mean radical change for library education,11,0.092307692,undirected
old skills and new practices mean radical change for library education,12,0.046153846,undirected
old skills and new practices mean radical change for library education,13,0.0076923077,undirected
old skills and new practices mean radical change for library education,14,0.030769231,undirected
employee turnover among full time public librarians,1,0.15873016,undirected
employee turnover among full time public librarians,2,0.16666667,undirected
employee turnover among full time public librarians,3,0.063492063,undirected
employee turnover among full time public librarians,8,0.015873016,undirected
employee turnover among full time public librarians,9,0.087301587,undirected
employee turnover among full time public librarians,10,0.031746032,undirected
employee turnover among full time public librarians,11,0.031746032,undirected
labor market segmentation and librarian salaries,0,0.16774194,undirected
labor market segmentation and librarian salaries,5,0.0064516129,undirected
labor market segmentation and librarian salaries,6,0.025806452,undirected
labor market segmentation and librarian salaries,7,0.18709677,undirected
labor market segmentation and librarian salaries,8,0.0064516129,undirected
labor market segmentation and librarian salaries,12,0.11612903,undirected
constraints on the development of public library service in nigeria,0,0.065693431,undirected
constraints on the development of public library service in nigeria,1,0.065693431,undirected
constraints on the development of public library service in nigeria,5,0.11678832,undirected
constraints on the development of public library service in nigeria,8,0.051094891,undirected
constraints on the development of public library service in nigeria,9,0.01459854,undirected
constraints on the development of public library service in nigeria,11,0.1459854,undirected
constraints on the development of public library service in nigeria,14,0.0072992701,undirected
library and information science students feedback in an online course,2,0.0063291139,undirected
library and information science students feedback in an online course,3,0.056962025,undirected
library and information science students feedback in an online course,5,0.24050633,undirected
library and information science students feedback in an online course,6,0.037974684,undirected
library and information science students feedback in an online course,8,0.0063291139,undirected
library and information science students feedback in an online course,9,0.012658228,undirected
library and information science students feedback in an online course,11,0.069620253,undirected
library and information science students feedback in an online course,12,0.012658228,undirected
library and information science students feedback in an online course,13,0.018987342,undirected
library and information science students feedback in an online course,14,0.050632911,undirected
teens technology and libraries,0,0.0065359477,undirected
teens technology and libraries,1,0.013071895,undirected
teens technology and libraries,2,0.013071895,undirected
teens technology and libraries,3,0.013071895,undirected
teens technology and libraries,5,0.1372549,undirected
teens technology and libraries,7,0.039215686,undirected
teens technology and libraries,8,0.039215686,undirected
teens technology and libraries,9,0.013071895,undirected
teens technology and libraries,10,0.08496732,undirected
teens technology and libraries,11,0.032679739,undirected
teens technology and libraries,12,0.11764706,undirected
librarians as organic intellectuals a gramscian approach to blind spots and tunnel vision,1,0.013333333,undirected
librarians as organic intellectuals a gramscian approach to blind spots and tunnel vision,2,0.033333333,undirected
librarians as organic intellectuals a gramscian approach to blind spots and tunnel vision,4,0.1,undirected
librarians as organic intellectuals a gramscian approach to blind spots and tunnel vision,5,0.02,undirected
librarians as organic intellectuals a gramscian approach to blind spots and tunnel vision,8,0.053333333,undirected
librarians as organic intellectuals a gramscian approach to blind spots and tunnel vision,9,0.0066666667,undirected
librarians as organic intellectuals a gramscian approach to blind spots and tunnel vision,10,0.14666667,undirected
librarians as organic intellectuals a gramscian approach to blind spots and tunnel vision,12,0.08,undirected
building support services for african american students part i,2,0.055555556,undirected
building support services for african american students part i,5,0.055555556,undirected
building support services for african american students part i,7,0.055555556,undirected
building support services for african american students part i,8,0.055555556,undirected
building support services for african american students part i,9,0.11111111,undirected
building support services for african american students part i,10,0.055555556,undirected
a utilitarian case for intellectual freedom in libraries,0,0.058823529,undirected
a utilitarian case for intellectual freedom in libraries,2,0.25735294,undirected
a utilitarian case for intellectual freedom in libraries,6,0.014705882,undirected
a utilitarian case for intellectual freedom in libraries,9,0.0073529412,undirected
a utilitarian case for intellectual freedom in libraries,12,0.11764706,undirected
a utilitarian case for intellectual freedom in libraries,13,0.051470588,undirected
a critical analysis of the equity of lis education programs in sri lanka,1,0.065934066,undirected
a critical analysis of the equity of lis education programs in sri lanka,2,0.010989011,undirected
a critical analysis of the equity of lis education programs in sri lanka,3,0.065934066,undirected
a critical analysis of the equity of lis education programs in sri lanka,4,0.016483516,undirected
a critical analysis of the equity of lis education programs in sri lanka,5,0.06043956,undirected
a critical analysis of the equity of lis education programs in sri lanka,9,0.19230769,undirected
a critical analysis of the equity of lis education programs in sri lanka,10,0.021978022,undirected
a critical analysis of the equity of lis education programs in sri lanka,11,0.032967033,undirected
a critical analysis of the equity of lis education programs in sri lanka,13,0.021978022,undirected
rural public libraries as community change agents,0,0.10884354,undirected
rural public libraries as community change agents,1,0.020408163,undirected
rural public libraries as community change agents,3,0.054421769,undirected
rural public libraries as community change agents,4,0.020408163,undirected
rural public libraries as community change agents,5,0.040816327,undirected
rural public libraries as community change agents,6,0.0068027211,undirected
rural public libraries as community change agents,7,0.068027211,undirected
rural public libraries as community change agents,9,0.13605442,undirected
rural public libraries as community change agents,11,0.10204082,undirected
rural public libraries as community change agents,13,0.054421769,undirected
to reposition a research agenda what american studies can teach the lis community about the library in the life of the user,0,0.013333333,undirected
to reposition a research agenda what american studies can teach the lis community about the library in the life of the user,2,0.1,undirected
to reposition a research agenda what american studies can teach the lis community about the library in the life of the user,3,0.073333333,undirected
to reposition a research agenda what american studies can teach the lis community about the library in the life of the user,5,0.013333333,undirected
to reposition a research agenda what american studies can teach the lis community about the library in the life of the user,8,0.0066666667,undirected
to reposition a research agenda what american studies can teach the lis community about the library in the life of the user,9,0.046666667,undirected
to reposition a research agenda what american studies can teach the lis community about the library in the life of the user,10,0.066666667,undirected
to reposition a research agenda what american studies can teach the lis community about the library in the life of the user,11,0.04,undirected
to reposition a research agenda what american studies can teach the lis community about the library in the life of the user,14,0.086666667,undirected
tunnel vision and blind spots what the past tells us about the present reflections on the twentieth century history of american librarianship,0,0.0061728395,undirected
tunnel vision and blind spots what the past tells us about the present reflections on the twentieth century history of american librarianship,2,0.086419753,undirected
tunnel vision and blind spots what the past tells us about the present reflections on the twentieth century history of american librarianship,3,0.061728395,undirected
tunnel vision and blind spots what the past tells us about the present reflections on the twentieth century history of american librarianship,7,0.024691358,undirected
tunnel vision and blind spots what the past tells us about the present reflections on the twentieth century history of american librarianship,10,0.067901235,undirected
tunnel vision and blind spots what the past tells us about the present reflections on the twentieth century history of american librarianship,11,0.024691358,undirected
tunnel vision and blind spots what the past tells us about the present reflections on the twentieth century history of american librarianship,14,0.17901235,undirected
library based summer reading clubs who participates and why,0,0.026548673,undirected
library based summer reading clubs who participates and why,1,0.15044248,undirected
library based summer reading clubs who participates and why,2,0.0088495575,undirected
library based summer reading clubs who participates and why,5,0.053097345,undirected
library based summer reading clubs who participates and why,6,0.088495575,undirected
library based summer reading clubs who participates and why,8,0.053097345,undirected
library based summer reading clubs who participates and why,11,0.061946903,undirected
library based summer reading clubs who participates and why,14,0.03539823,undirected
is there counsel in those curtains research agendas for the times,1,0.07079646,undirected
is there counsel in those curtains research agendas for the times,2,0.12389381,undirected
is there counsel in those curtains research agendas for the times,3,0.03539823,undirected
is there counsel in those curtains research agendas for the times,5,0.017699115,undirected
is there counsel in those curtains research agendas for the times,6,0.0088495575,undirected
is there counsel in those curtains research agendas for the times,7,0.03539823,undirected
is there counsel in those curtains research agendas for the times,8,0.03539823,undirected
is there counsel in those curtains research agendas for the times,10,0.079646018,undirected
profiles in retention part 1 design characteristics of a graduate synchronous online program,0,0.042253521,undirected
profiles in retention part 1 design characteristics of a graduate synchronous online program,3,0.17605634,undirected
profiles in retention part 1 design characteristics of a graduate synchronous online program,5,0.091549296,undirected
profiles in retention part 1 design characteristics of a graduate synchronous online program,9,0.1056338,undirected
profiles in retention part 1 design characteristics of a graduate synchronous online program,11,0.021126761,undirected
profiles in retention part 1 design characteristics of a graduate synchronous online program,12,0.049295775,undirected
information vaccine using graphic novels as an hivaids prevention resource for young adults,1,0.2295082,undirected
information vaccine using graphic novels as an hivaids prevention resource for young adults,4,0.036885246,undirected
information vaccine using graphic novels as an hivaids prevention resource for young adults,5,0.057377049,undirected
information vaccine using graphic novels as an hivaids prevention resource for young adults,7,0.0081967213,undirected
information vaccine using graphic novels as an hivaids prevention resource for young adults,8,0.040983607,undirected
information vaccine using graphic novels as an hivaids prevention resource for young adults,9,0.016393443,undirected
information vaccine using graphic novels as an hivaids prevention resource for young adults,11,0.040983607,undirected
information vaccine using graphic novels as an hivaids prevention resource for young adults,12,0.13114754,undirected
the scattered members of an invisible republic virtual communities and paul ricoeurs hermeneutics,0,0.08,undirected
the scattered members of an invisible republic virtual communities and paul ricoeurs hermeneutics,1,0.02,undirected
the scattered members of an invisible republic virtual communities and paul ricoeurs hermeneutics,3,0.12666667,undirected
the scattered members of an invisible republic virtual communities and paul ricoeurs hermeneutics,10,0.086666667,undirected
the scattered members of an invisible republic virtual communities and paul ricoeurs hermeneutics,11,0.013333333,undirected
the scattered members of an invisible republic virtual communities and paul ricoeurs hermeneutics,12,0.073333333,undirected
the scattered members of an invisible republic virtual communities and paul ricoeurs hermeneutics,13,0.13333333,undirected
in a state of emergency libraries and government control in south africa,1,0.0075757576,undirected
in a state of emergency libraries and government control in south africa,2,0.068181818,undirected
in a state of emergency libraries and government control in south africa,4,0.015151515,undirected
in a state of emergency libraries and government control in south africa,8,0.090909091,undirected
in a state of emergency libraries and government control in south africa,9,0.022727273,undirected
in a state of emergency libraries and government control in south africa,11,0.03030303,undirected
in a state of emergency libraries and government control in south africa,12,0.22727273,undirected
the impact of multimedia course enhancements on student learning outcomes,0,0.11818182,undirected
the impact of multimedia course enhancements on student learning outcomes,2,0.018181818,undirected
the impact of multimedia course enhancements on student learning outcomes,3,0.081818182,undirected
the impact of multimedia course enhancements on student learning outcomes,5,0.23636364,undirected
the impact of multimedia course enhancements on student learning outcomes,7,0.0090909091,undirected
the impact of multimedia course enhancements on student learning outcomes,9,0.19090909,undirected
the impact of multimedia course enhancements on student learning outcomes,10,0.0090909091,undirected
why girls go wrong advising female teen readers in the early twentieth century,0,0.02919708,undirected
why girls go wrong advising female teen readers in the early twentieth century,1,0.11678832,undirected
why girls go wrong advising female teen readers in the early twentieth century,3,0.02919708,undirected
why girls go wrong advising female teen readers in the early twentieth century,4,0.10218978,undirected
why girls go wrong advising female teen readers in the early twentieth century,6,0.094890511,undirected
why girls go wrong advising female teen readers in the early twentieth century,8,0.0072992701,undirected
why girls go wrong advising female teen readers in the early twentieth century,9,0.080291971,undirected
why girls go wrong advising female teen readers in the early twentieth century,11,0.058394161,undirected
why girls go wrong advising female teen readers in the early twentieth century,12,0.03649635,undirected
why girls go wrong advising female teen readers in the early twentieth century,13,0.01459854,undirected
why girls go wrong advising female teen readers in the early twentieth century,14,0.0072992701,undirected
historic cataloging costs issues and trends,0,0.17460317,undirected
historic cataloging costs issues and trends,4,0.12698413,undirected
historic cataloging costs issues and trends,5,0.071428571,undirected
historic cataloging costs issues and trends,6,0.071428571,undirected
historic cataloging costs issues and trends,7,0.063492063,undirected
aftermath of a crusade world war i and the enlarged program of the american library association,0,0.024539877,undirected
aftermath of a crusade world war i and the enlarged program of the american library association,2,0.20245399,undirected
aftermath of a crusade world war i and the enlarged program of the american library association,4,0.012269939,undirected
aftermath of a crusade world war i and the enlarged program of the american library association,6,0.042944785,undirected
aftermath of a crusade world war i and the enlarged program of the american library association,8,0.085889571,undirected
aftermath of a crusade world war i and the enlarged program of the american library association,9,0.17177914,undirected
aftermath of a crusade world war i and the enlarged program of the american library association,11,0.018404908,undirected
aftermath of a crusade world war i and the enlarged program of the american library association,12,0.024539877,undirected
aftermath of a crusade world war i and the enlarged program of the american library association,13,0.0061349693,undirected
collection development and circulation policies in prison libraries an exploratory survey of librarians in us correctional institutions,2,0.0066666667,undirected
collection development and circulation policies in prison libraries an exploratory survey of librarians in us correctional institutions,3,0.12666667,undirected
collection development and circulation policies in prison libraries an exploratory survey of librarians in us correctional institutions,4,0.37333333,undirected
collection development and circulation policies in prison libraries an exploratory survey of librarians in us correctional institutions,11,0.013333333,undirected
collection development and circulation policies in prison libraries an exploratory survey of librarians in us correctional institutions,13,0.0066666667,undirected
collection development and circulation policies in prison libraries an exploratory survey of librarians in us correctional institutions,14,0.033333333,undirected
interracial childrens books problems and progress,0,0.11450382,undirected
interracial childrens books problems and progress,4,0.061068702,undirected
interracial childrens books problems and progress,6,0.061068702,undirected
interracial childrens books problems and progress,8,0.022900763,undirected
interracial childrens books problems and progress,9,0.045801527,undirected
interracial childrens books problems and progress,11,0.030534351,undirected
interracial childrens books problems and progress,13,0.14503817,undirected
interracial childrens books problems and progress,14,0.061068702,undirected
certification and education for library and information science,0,0.0095238095,undirected
certification and education for library and information science,2,0.066666667,undirected
certification and education for library and information science,3,0.0095238095,undirected
certification and education for library and information science,5,0.1047619,undirected
certification and education for library and information science,6,0.12380952,undirected
certification and education for library and information science,8,0.057142857,undirected
certification and education for library and information science,9,0.085714286,undirected
certification and education for library and information science,13,0.0095238095,undirected
certification and education for library and information science,14,0.019047619,undirected
the politics of library artifacts the national brunion catalog,0,0.024691358,undirected
the politics of library artifacts the national brunion catalog,1,0.012345679,undirected
the politics of library artifacts the national brunion catalog,3,0.098765432,undirected
the politics of library artifacts the national brunion catalog,5,0.061728395,undirected
the politics of library artifacts the national brunion catalog,6,0.12962963,undirected
the politics of library artifacts the national brunion catalog,8,0.049382716,undirected
the politics of library artifacts the national brunion catalog,11,0.098765432,undirected
the politics of library artifacts the national brunion catalog,12,0.043209877,undirected
reimagining the role of school libraries in stem education creating hybrid spaces for exploration,1,0.074324324,undirected
reimagining the role of school libraries in stem education creating hybrid spaces for exploration,3,0.033783784,undirected
reimagining the role of school libraries in stem education creating hybrid spaces for exploration,6,0.02027027,undirected
reimagining the role of school libraries in stem education creating hybrid spaces for exploration,7,0.12837838,undirected
reimagining the role of school libraries in stem education creating hybrid spaces for exploration,9,0.074324324,undirected
reimagining the role of school libraries in stem education creating hybrid spaces for exploration,10,0.013513514,undirected
reimagining the role of school libraries in stem education creating hybrid spaces for exploration,12,0.15540541,undirected
reimagining the role of school libraries in stem education creating hybrid spaces for exploration,14,0.074324324,undirected
the humanistic scholar and the library,0,0.022727273,undirected
the humanistic scholar and the library,1,0.053030303,undirected
the humanistic scholar and the library,4,0.045454545,undirected
the humanistic scholar and the library,6,0.10606061,undirected
the humanistic scholar and the library,8,0.053030303,undirected
